Route Name,PassBy Station,Departure Station,Arrival Station,First Entry,Last Entry
K208/K205,砀山,青岛,成都,7433,7464
K233/K236,砀山,石家庄,上海,1573,1591
K282/K283,砀山,上海,成都,1651,1678
K360/K361,砀山,上海,银川,1897,1925
K376/K377,砀山,上海,西宁西,1967,1992
K419/K418,砀山,泰州,兰州,7465,7486
K564/K565,砀山,南通,太原,7487,7501
K594/K595,砀山,杭州,乌鲁木齐,2249,2284
K596/K593,砀山,乌鲁木齐,杭州,2285,2318
K908/K905,砀山,太原,杭州,2911,2937
K912/K913,砀山,西安,青岛,7502,7526
K914/K911,砀山,青岛,西安,7527,7550
L168/L169,砀山,上海,郑州,2976,2991
L170/L167,砀山,郑州,上海,2992,3007
L454/L455,砀山,上海,郑州,3059,3076
L456/L453,砀山,郑州,上海,3077,3090
T374/T371,砀山,西宁西,青岛,7551,7575
D274/D271,定远,郑州,杭州东,6517,6533
D284/D281,定远,郑州,上海虹桥,3727,3740
D292/D293,定远,上海虹桥,郑州,3755,3765
D315,定远,北京南,上海虹桥,3766,3783
D316,定远,上海虹桥,北京南,3784,3798
D319,定远,北京南,上海虹桥,3799,3819
D5431,定远,徐州东,温州南,3847,3870
D5432,定远,温州南,徐州,3871,3897
G108,定远,上海虹桥,北京南,7576,7585
G111,定远,北京南,上海虹桥,7586,7594
G116,定远,上海虹桥,北京南,7595,7605
G1224/G1221,定远,宁波,沈阳北,7606,7629
G1226/G1227,定远,沈阳北,上海虹桥,7630,7649
G178,定远,上海虹桥,济南西,6798,6808
G204,定远,南京南,北京南,4203,4212
G7292,定远,上海,徐州东,4518,4526
G7416,定远,上海虹桥,徐州东,4560,4568
K1218/K1219,东至,南昌,宁波,6405,6418
K1220/K1217,东至,宁波,南昌,6419,6433
K1326/K1327,东至,南昌,苏州,6434,6449
K1328/K1325,东至,苏州,南昌,6450,6464
K876/K877,东至,九江,烟台,2834,2859
K878/K875,东至,烟台,九江,2860,2887
L797/L800,东至,上海南,九江,6471,6480
L798/L799,东至,九江,上海南,6481,6491
D2218/D2215,肥东,汉口,上海虹桥,7650,7663
D3002/D3003,肥东,上海虹桥,武汉,7664,7676
D3016/D3013,肥东,汉口,上海虹桥,7677,7690
D3048/D3045,肥东,武昌,上海虹桥,7691,7702
D3054/D3051,肥东,汉口,上海虹桥,7703,7713
D3058/D3055,肥东,汉口,上海虹桥,7714,7727
D3062/D3059,肥东,汉口,上海虹桥,7728,7739
D3064/D3065,肥东,上海虹桥,汉口,7740,7755
D5484/D5481,肥东,六安,温州南,7756,7776
G2524/G2521,肥东,汉口,上海虹桥,7777,7789
G579,肥东,南京南,长沙南,7790,7797
G582/G583,肥东,宁波,武汉,7798,7812
G586/G587,肥东,杭州东,宜昌东,7813,7824
G7188/G7185,肥东,合肥,上海虹桥,7825,7835
G7272/G7273,肥东,上海虹桥,合肥,7836,7843
G7669/G7672,肥东,淮南东,温州南,7844,7856
G7689/G7692,肥东,淮南东,杭州东,7857,7866
K876/K877,凤阳,九江,烟台,2834,2859
K1068/K1065,阜南,汉口,威海,7867,7890
K132/K133,阜南,兰州,深圳西,7891,7920
K134/K131,阜南,深圳西,兰州,5089,5124
K1622/K1619,阜南,天津,深圳东,5239,5259
K561,阜南,阜阳,东莞东,7921,7933
K562,阜南,东莞东,阜阳,7934,7946
1152/1153,阜阳,西安,杭州,4601,4624
1154/1151,阜阳,杭州,西安,4625,4644
1453,阜阳,北京西,南昌,4645,4665
1454,阜阳,南昌,北京西,7947,7968
1903,阜阳,北京西,东莞东,7969,7981
1904,阜阳,赣州,北京西,7982,8005
2039,阜阳,商丘,合肥,4666,4671
2040,阜阳,合肥,商丘,4672,4677
2192/2193,阜阳,温州,郑州,4678,4700
2194/2191,阜阳,郑州,温州,4701,4721
2276/2277,阜阳,杭州,郑州,4722,4737
2278/2275,阜阳,郑州,杭州,4738,4752
2614/2615,阜阳,汉口,连云港东,8006,8019
2616/2613,阜阳,连云港东,汉口,8020,8033
K1012/K1013,阜阳,上海,石家庄,4753,4771
K1014/K1011,阜阳,石家庄,上海,4772,4789
K1038/K1039,阜阳,郑州,深圳,8034,8054
K1040/K1037,阜阳,深圳,郑州,8055,8071
K105,阜阳,北京西,深圳,4790,4810
K106,阜阳,深圳,北京西,4811,4831
K1066/K1067,阜阳,威海,汉口,8072,8093
K1068/K1065,阜阳,汉口,威海,7867,7890
K1071,阜阳,北京西,安庆,0,17
K1072,阜阳,安庆,北京西,18,35
K1073,阜阳,济南,长沙,8094,8111
K1074,阜阳,长沙,济南,8112,8129
K1109,阜阳,北京西,芜湖,4832,4845
K1110,阜阳,芜湖,北京西,4846,4861
K1122/K1123,阜阳,海口,哈尔滨,4862,4900
K1124/K1121,阜阳,哈尔滨,海口,4901,4952
K1136/K1137,阜阳,青岛,南宁,4953,4986
K1138/K1135,阜阳,南宁,青岛,4987,5015
K1264/K1265,阜阳,杭州,石家庄,5016,5033
K1266/K1263,阜阳,石家庄,杭州,5034,5053
K1281,阜阳,济南,深圳东,5054,5072
K1282,阜阳,深圳东,济南,5073,5088
K132/K133,阜阳,兰州,深圳西,7891,7920
K134/K131,阜阳,深圳西,兰州,5089,5124
K1396/K1397,阜阳,温州,石家庄北,8130,8152
K1398/K1395,阜阳,石家庄北,温州,5125,5153
K147,阜阳,北京西,阜阳,5154,5167
K148,阜阳,阜阳,北京西,5168,5177
K1576/K1577,阜阳,福州,太原,5178,5197
K1578/K1575,阜阳,太原,福州,5198,5215
K1620,阜阳,深圳东,天津,5216,5238
K1622/K1619,阜阳,天津,深圳东,5239,5259
K2018/K2019,阜阳,青岛,深圳,8153,8174
K2020/K2017,阜阳,深圳,青岛,8175,8200
K30/K31,阜阳,福州,洛阳,5260,5279
K302,阜阳,广州,徐州,8201,8221
K304/K301,阜阳,连云港东,广州,8222,8245
K307,阜阳,北京西,厦门高崎,5280,5302
K308/K305,阜阳,厦门高崎,北京西,5303,5329
K32/K29,阜阳,洛阳,福州,5330,5348
K342/K343,阜阳,南昌,青岛,5349,5364
K344/K341,阜阳,青岛,南昌,5365,5382
K382/K383,阜阳,汉口,南通,8246,8255
K384/K381,阜阳,南通,汉口,8256,8265
K561,阜阳,阜阳,东莞东,7921,7933
K562,阜阳,东莞东,阜阳,7934,7946
K571,阜阳,北京西,龙岩,5383,5403
K572,阜阳,龙岩,北京西,5404,5422
K60/K61,阜阳,西安,扬州,5423,5437
K619,阜阳,北京西,重庆北,5438,5463
K62/K59,阜阳,扬州,西安,5464,5481
K620,阜阳,重庆北,北京西,5482,5509
K656/K657,阜阳,宁波,郑州,5510,5525
K658/K655,阜阳,郑州,宁波,5526,5543
K666/K667,阜阳,福州,沈阳北,5544,5581
K668/K665,阜阳,沈阳北,福州,5582,5609
K68/K69,阜阳,福州,青岛,5983,6011
K70/K67,阜阳,青岛,福州,6012,6037
K729/K732,阜阳,广州东,大同,5610,5642
K731/K730,阜阳,大同,广州东,5643,5672
K742/K743,阜阳,郑州,厦门高崎,5673,5692
K744/K741,阜阳,厦门高崎,郑州,5693,5710
K8361/K8364,阜阳,阜阳,上海,8266,8275
K8365,阜阳,阜阳,上海,2473,2482
K8366/K8367,阜阳,上海,亳州,2483,2494
K8378/K8375,阜阳,上海,阜阳,2557,2569
K8391,阜阳,阜阳,宿松,415,422
K8394,阜阳,合肥,阜阳,8276,8278
K8395,阜阳,阜阳,合肥,8279,8281
K8396,阜阳,合肥,阜阳,8282,8284
K8401/K8404,阜阳,亳州,温州,2570,2595
K8402/K8403,阜阳,温州,阜阳,2596,2616
K8410/K8407,阜阳,黄山,阜阳,2630,2641
K8415,阜阳,亳州,合肥,5711,5714
K8416,阜阳,合肥,亳州,5715,5718
K8430/K8431,阜阳,阜阳,上海,2663,2676
K8432/K8429,阜阳,上海,阜阳,2700,2712
K8482/K8483,阜阳,上海,阜阳,2772,2785
K8484/K8481,阜阳,阜阳,上海,2786,2796
K8499,阜阳,阜阳,宁波,6044,6054
K8500,阜阳,宁波,阜阳,6055,6066
K8553,阜阳,阜阳,池州,6067,6073
K8554,阜阳,池州,阜阳,6074,6080
K8563,阜阳,亳州,宁波,5719,5730
K8564,阜阳,宁波,亳州,5731,5742
K891/K894,阜阳,大同,杭州,6081,6106
K892/K893,阜阳,杭州,大同,6107,6133
L1011,阜阳,阜阳,汉口,8285,8289
L1012,阜阳,汉口,阜阳,8290,8295
L109,阜阳,阜阳,东莞东,8296,8300
L131,阜阳,北京,阜阳,5743,5750
L132,阜阳,阜阳,北京,5751,5758
L159,阜阳,阜阳,东莞东,8301,8306
L19,阜阳,北京西,成都东,5759,5786
L20,阜阳,成都东,北京西,5787,5809
L295/L298,阜阳,东莞,阜阳,466,477
L297/L296,阜阳,阜阳,东莞,478,488
L299,阜阳,北京,安庆,132,145
L300,阜阳,安庆,北京,146,160
L435,阜阳,阜阳,广州东,8307,8311
L562/L563,阜阳,杭州,郑州,6195,6205
L564/L561,阜阳,郑州,杭州,6206,6215
L592/L593,阜阳,西安,温州,6216,6243
L594/L591,阜阳,温州,西安,6244,6269
L624/L621,阜阳,东莞东,郑州,8312,8319
L69,阜阳,北京西,安庆,161,171
L70,阜阳,安庆,北京西,172,187
L702/L703,阜阳,洛阳,宁波,5810,5828
L704/L701,阜阳,宁波,洛阳,6270,6290
L762/L763,阜阳,郑州,杭州,6291,6304
L764/L761,阜阳,杭州,郑州,6305,6317
L781,阜阳,徐州,广州东,508,520
L783/L782,阜阳,广州东,徐州,521,532
L8555,阜阳,亳州,上海,3231,3239
L8556/L8557,阜阳,上海,亳州,3240,3251
L8561,阜阳,阜阳,上海,3252,3261
L8562/L8563,阜阳,上海,阜阳,3262,3269
L8575,阜阳,阜阳,上海,3270,3278
L8589,阜阳,阜阳,杭州,6318,6323
L8595,阜阳,阜阳,杭州,3279,3292
L8605,阜阳,阜阳,宁波,6324,6332
L8609,阜阳,阜阳,杭州,8320,8324
L8619,阜阳,阜阳,杭州,6333,6339
L8629,阜阳,阜阳,义乌,6340,6348
L8636/L8637,阜阳,上海,阜阳,3306,3316
L8639,阜阳,阜阳,金华西,6349,6355
L8683,阜阳,阜阳,池州,6356,6362
L8684,阜阳,池州,阜阳,6492,6496
L8685,阜阳,阜阳,安庆,188,194
L8686,阜阳,安庆,阜阳,195,200
L94,阜阳,蕲春,北京西,8325,8337
T107,阜阳,北京西,深圳,8338,8348
T108,阜阳,深圳,北京西,8349,8359
T161/T160,阜阳,广州东,青岛,8360,8381
T162/T159,阜阳,青岛,广州东,8382,8404
T179,阜阳,济南,广州,8405,8420
T180,阜阳,广州,济南,8421,8435
T186/T187,阜阳,深圳,沈阳北,5829,5856
T188/T185,阜阳,沈阳北,深圳,5857,5886
T345,阜阳,北京,福州,8436,8443
T346,阜阳,福州,北京,8444,8450
T83/T86,阜阳,广州东,长春,5887,5910
T84/T85,阜阳,长春,广州东,5911,5934
1152/1153,广德,西安,杭州,4601,4624
1154/1151,广德,杭州,西安,4625,4644
2276/2277,广德,杭州,郑州,4722,4737
2278/2275,广德,郑州,杭州,4738,4752
2594/2595,广德,杭州,郑州,886,902
2596/2593,广德,郑州,杭州,903,919
K1220/K1217,广德,宁波,南昌,6419,6433
K1398/K1395,广德,石家庄北,温州,5125,5153
K656/K657,广德,宁波,郑州,5510,5525
K658/K655,广德,郑州,宁波,5526,5543
K891/K894,广德,大同,杭州,6081,6106
K892/K893,广德,杭州,大同,6107,6133
K906/K907,广德,杭州,太原,2888,2910
K908/K905,广德,太原,杭州,2911,2937
K8360,固镇,合肥,淮北,2468,2472
K8371,固镇,淮北,江山,2495,2519
K8372,固镇,江山,淮北,2520,2544
K8409,固镇,淮北,黄山,2617,2629
K8430/K8431,固镇,阜阳,上海,2663,2676
K8431,固镇,淮北,上海,2677,2688
K8432,固镇,上海,淮北,2689,2699
K8432/K8429,固镇,上海,阜阳,2700,2712
K8457,固镇,徐州,江山,2728,2752
K8458,固镇,江山,徐州,2753,2771
K8482/K8483,固镇,上海,阜阳,2772,2785
K8556,固镇,温州,徐州,2815,2833
K8587,固镇,淮北,安庆,100,110
K8588,固镇,安庆,淮北,111,120
L8635,固镇,淮北,上海,3293,3305
L8636/L8637,固镇,上海,阜阳,3306,3316
1152/1153,合肥,西安,杭州,4601,4624
1154/1151,合肥,杭州,西安,4625,4644
2039,合肥,商丘,合肥,4666,4671
2040,合肥,合肥,商丘,4672,4677
2192/2193,合肥,温州,郑州,4678,4700
2194/2191,合肥,郑州,温州,4701,4721
2276/2277,合肥,杭州,郑州,4722,4737
2278/2275,合肥,郑州,杭州,4738,4752
D2202/D2203,合肥,上海虹桥,宜昌东,8451,8461
D2204/D2201,合肥,宜昌东,上海虹桥,8462,8476
D2206/D2207,合肥,上海虹桥,宜昌东,8477,8489
D2208/D2205,合肥,宜昌东,上海虹桥,8490,8502
D2212/D2213,合肥,上海虹桥,汉口,8503,8514
D2214/D2211,合肥,汉口,上海虹桥,8515,8527
D2216/D2217,合肥,上海虹桥,汉口,8528,8538
D2218/D2215,合肥,汉口,上海虹桥,7650,7663
D2222/D2223,合肥,杭州东,宜昌东,8539,8554
D2224/D2221,合肥,宜昌东,杭州东,8555,8570
D2255,合肥,南京南,宜昌东,8571,8578
D2256,合肥,宜昌东,南京南,8579,8590
D3002/D3003,合肥,上海虹桥,武汉,7664,7676
D3004/D3001,合肥,武汉,上海虹桥,8591,8604
D3006/D3007,合肥,上海虹桥,宜昌东,8605,8618
D3008/D3005,合肥,宜昌东,上海虹桥,8619,8634
D3010/D3011,合肥,上海虹桥,汉口,8635,8645
D3012/D3009,合肥,武昌,上海虹桥,8646,8658
D3014/D3015,合肥,上海虹桥,汉口,8659,8671
D3016/D3013,合肥,汉口,上海虹桥,7677,7690
D3022/D3023,合肥,上海虹桥,武昌,8672,8684
D3024/D3021,合肥,武昌,上海虹桥,8685,8696
D3026/D3027,合肥,上海虹桥,汉口,8697,8707
D3028/D3025,合肥,汉口,上海虹桥,8708,8720
D3032/D3033,合肥,上海虹桥,汉口,8721,8732
D3034/D3031,合肥,汉口,上海虹桥,8733,8745
D3042/D3043,合肥,上海虹桥,汉口,8746,8757
D3044/D3041,合肥,武昌,上海虹桥,8758,8771
D3046/D3047,合肥,上海虹桥,汉口,8772,8782
D3048/D3045,合肥,武昌,上海虹桥,7691,7702
D3052/D3053,合肥,上海虹桥,汉口,8783,8792
D3054/D3051,合肥,汉口,上海虹桥,7703,7713
D3056/D3057,合肥,上海虹桥,汉口,8793,8805
D3058/D3055,合肥,汉口,上海虹桥,7714,7727
D3060/D3061,合肥,上海虹桥,汉口,8806,8818
D3062/D3059,合肥,汉口,上海虹桥,7728,7739
D3064/D3065,合肥,上海虹桥,汉口,7740,7755
D3066/D3063,合肥,汉口,上海虹桥,8819,8830
D3068/D3069,合肥,上海虹桥,武昌,8831,8844
D3070/D3067,合肥,武昌,上海虹桥,8845,8855
D3072/D3073,合肥,上海虹桥,宜昌东,8856,8873
D3074/D3071,合肥,宜昌东,上海虹桥,8874,8889
D3077,合肥,南京南,宜昌东,8890,8900
D3078,合肥,宜昌东,南京南,8901,8911
D3081,合肥,南京南,宜昌东,8912,8922
D3082,合肥,宜昌东,南京南,8923,8934
D3086/D3087,合肥,上海虹桥,汉口,8935,8945
D3088/D3085,合肥,汉口,上海虹桥,8946,8955
D3090/D3091,合肥,上海虹桥,汉口,8956,8963
D3092/D3089,合肥,汉口,上海虹桥,8964,8974
D3094/D3095,合肥,上海虹桥,汉口,8975,8983
D3096/D3093,合肥,汉口,上海虹桥,8984,8992
D5422/D5423,合肥,上海,六安,8993,8998
D5424/D5421,合肥,六安,上海,8999,9006
D5426/D5427,合肥,上海,六安,9007,9013
D5428/D5425,合肥,六安,上海,9014,9019
D5452/D5453,合肥,上海虹桥,淮南东,9020,9032
D5455/D5458,合肥,淮南东,温州南,9033,9056
D5465/D5468,合肥,淮南东,上海虹桥,9057,9068
D5466/D5467,合肥,温州南,淮南东,9069,9096
D5478/D5479,合肥,上海虹桥,六安,9097,9108
D5482/D5483,合肥,苍南,六安,9109,9137
D5484/D5481,合肥,六安,温州南,7756,7776
D5488/D5485,合肥,六安,上海虹桥,9138,9147
D5491,合肥,南京南,合肥,9148,9150
D5492,合肥,合肥,南京南,9151,9153
D5494,合肥,合肥,南京南,9154,9155
D5497,合肥,合肥,六安,9156,9157
D5678/D5679,合肥,金华西,合肥,9158,9176
D5680/D5677,合肥,合肥,江山,9177,9195
G118,合肥,合肥,北京南,9196,9201
G151,合肥,北京南,合肥,9202,9208
G242/G243,合肥,合肥,青岛,4224,4234
G244/G241,合肥,青岛,合肥,9209,9219
G246/G247,合肥,合肥,青岛,4235,4247
G248/G245,合肥,青岛,合肥,4248,4258
G2522/G2523,合肥,上海虹桥,汉口,9220,9228
G2524/G2521,合肥,汉口,上海虹桥,7777,7789
G258/G259,合肥,武汉,青岛,9229,9238
G260/G257,合肥,青岛,武汉,4259,4270
G261,合肥,北京南,合肥,4271,4279
G262,合肥,合肥,北京南,4280,4287
G263,合肥,北京南,合肥,4288,4296
G264,合肥,合肥,北京南,4297,4304
G265,合肥,北京南,合肥,9239,9246
G266,合肥,六安,北京南,4305,4316
G267,合肥,北京南,合肥,4317,4325
G268,合肥,合肥,北京南,4326,4334
G269,合肥,北京南,合肥,9247,9252
G270,合肥,合肥,北京南,9253,9262
G271,合肥,北京南,合肥,4335,4343
G272,合肥,合肥,北京南,9263,9268
G276/G277,合肥,广州南,青岛,9269,9288
G278/G275,合肥,青岛,广州南,4344,4362
G279,合肥,济南西,广州南,4363,4380
G280,合肥,广州南,济南西,4381,4399
G29,合肥,北京南,合肥,9289,9292
G30,合肥,合肥,北京南,9293,9296
G576/G577,合肥,上海虹桥,长沙南,9297,9307
G578/G575,合肥,长沙南,上海虹桥,9308,9318
G579,合肥,南京南,长沙南,7790,7797
G580,合肥,长沙南,南京南,9319,9328
G582/G583,合肥,宁波,武汉,7798,7812
G584/G581,合肥,武汉,宁波,9329,9342
G586/G587,合肥,杭州东,宜昌东,7813,7824
G588/G585,合肥,宜昌东,杭州东,9343,9355
G590/G591,合肥,宁波,武汉,9356,9367
G592/G589,合肥,汉口,宁波,9368,9379
G594/G595,合肥,杭州东,武汉,9380,9390
G596/G593,合肥,武汉,杭州东,9391,9402
G598/G599,合肥,上海虹桥,汉口,9403,9410
G600/G597,合肥,武汉,上海虹桥,9411,9419
G676/G677,合肥,上海虹桥,武汉,9420,9429
G678/G675,合肥,武汉,上海虹桥,9430,9437
G7186/G7187,合肥,上海虹桥,淮南东,9438,9444
G7188/G7185,合肥,合肥,上海虹桥,7825,7835
G7221/G7224,合肥,淮南东,上海,9445,9452
G7223/G7222,合肥,南京南,淮南东,9453,9456
G7226/G7227,合肥,上海,合肥,9457,9464
G7232/G7233,合肥,上海,合肥,9465,9471
G7234/G7231,合肥,合肥,上海,9472,9479
G7236/G7237,合肥,上海,合肥,9480,9487
G7238/G7235,合肥,合肥,上海,9488,9494
G7240/G7241,合肥,上海,六安,9495,9502
G7242/G7239,合肥,六安,上海,9503,9511
G7244/G7245,合肥,上海,合肥,9512,9518
G7246/G7243,合肥,合肥,上海,9519,9525
G7248/G7249,合肥,上海,合肥,9526,9532
G7250/G7247,合肥,合肥,上海,9533,9541
G7252/G7253,合肥,上海,合肥,9542,9549
G7254/G7251,合肥,合肥,上海,9550,9555
G7256/G7257,合肥,上海,合肥,9556,9562
G7258/G7255,合肥,合肥,上海,9563,9569
G7262/G7259,合肥,合肥,上海,9570,9576
G7268/G7269,合肥,上海虹桥,合肥,9577,9582
G7270/G7267,合肥,合肥,上海虹桥,9583,9586
G7272/G7273,合肥,上海虹桥,合肥,7836,7843
G7274/G7271,合肥,合肥,上海虹桥,9587,9590
G7281,合肥,蚌埠南,合肥,4485,4488
G7284,合肥,合肥,蚌埠南,4489,4492
G7285,合肥,蚌埠南,合肥,4493,4496
G7286,合肥,合肥,蚌埠南,4497,4499
G7287,合肥,蚌埠南,合肥,4500,4502
G7288,合肥,合肥,蚌埠南,4503,4506
G7352/G7353,合肥,杭州,淮南东,9591,9599
G7656/G7657,合肥,杭州东,合肥,9600,9607
G7662/G7663,合肥,温州南,合肥,9608,9622
G7664/G7661,合肥,合肥,温州南,9623,9637
G7666/G7667,合肥,温州南,合肥,9638,9650
G7668/G7665,合肥,合肥,温州南,9651,9665
G7669/G7672,合肥,淮南东,温州南,7844,7856
G7670/G7671,合肥,苍南,淮南东,9666,9686
G7674/G7675,合肥,温州南,合肥,9687,9701
G7676/G7673,合肥,合肥,宁波,9702,9711
G7678/G7679,合肥,宁波,合肥,9712,9720
G7680/G7677,合肥,合肥,温州南,9721,9734
G7682/G7683,合肥,宁波,合肥,9735,9745
G7684/G7681,合肥,合肥,宁波,9746,9754
G7685/G7688,合肥,淮南东,杭州东,9755,9763
G7689/G7692,合肥,淮南东,杭州东,7857,7866
K1012/K1013,合肥,上海,石家庄,4753,4771
K1014/K1011,合肥,石家庄,上海,4772,4789
K1029,合肥,合肥,东莞东,201,213
K1030,合肥,东莞东,合肥,214,225
K1071,合肥,北京西,安庆,0,17
K1072,合肥,安庆,北京西,18,35
K1106/K1107,合肥,上海,南阳,9764,9780
K1108/K1105,合肥,南阳,上海,9781,9796
K1109,合肥,北京西,芜湖,4832,4845
K1110,合肥,芜湖,北京西,4846,4861
K1152/K1153,合肥,上海,重庆北,9797,9812
K1154/K1151,合肥,重庆北,上海,9813,9827
K1156/K1157,合肥,上海,成都,9828,9845
K1158/K1155,合肥,成都,上海,9846,9861
K1202/K1203,合肥,贵阳,烟台,1133,1158
K1204/K1201,合肥,烟台,贵阳,1159,1193
K1264/K1265,合肥,杭州,石家庄,5016,5033
K1266/K1263,合肥,石家庄,杭州,5034,5053
K1396/K1397,合肥,温州,石家庄北,8130,8152
K1398/K1395,合肥,石家庄北,温州,5125,5153
K177,合肥,徐州,厦门高崎,1337,1357
K178,合肥,厦门高崎,徐州,1358,1383
K255,合肥,合肥,深圳西,226,244
K256,合肥,深圳西,合肥,245,262
K309/K312,合肥,广州东,合肥,263,276
K311/K310,合肥,合肥,广州东,277,290
K321,合肥,合肥,福州,291,305
K322,合肥,福州,合肥,306,321
K382/K383,合肥,汉口,南通,8246,8255
K384/K381,合肥,南通,汉口,8256,8265
K462/K463,合肥,平顶山,上海,9862,9879
K464/K461,合肥,上海,信阳,9880,9894
K466/K467,合肥,宁波,西安,5935,5959
K468/K465,合肥,西安,宁波,5960,5982
K491,合肥,济南,昆明,322,353
K492,合肥,昆明,济南,354,384
K594/K595,合肥,杭州,乌鲁木齐,2249,2284
K596/K593,合肥,乌鲁木齐,杭州,2285,2318
K60/K61,合肥,西安,扬州,5423,5437
K612/K613,合肥,南昌,连云港东,385,399
K614/K611,合肥,连云港东,南昌,400,414
K62/K59,合肥,扬州,西安,5464,5481
K656/K657,合肥,宁波,郑州,5510,5525
K658/K655,合肥,郑州,宁波,5526,5543
K68/K69,合肥,福州,青岛,5983,6011
K696/K697,合肥,上海,成都,9895,9921
K698/K695,合肥,成都,上海,9922,9948
K70/K67,合肥,青岛,福州,6012,6037
K706/K707,合肥,西安,安庆,36,51
K708/K705,合肥,安庆,西安,52,72
K722/K723,合肥,南京,成都东,9949,9963
K724/K721,合肥,成都东,南京,9964,9976
K8359,合肥,淮北,合肥,2464,2467
K8360,合肥,合肥,淮北,2468,2472
K8361/K8364,合肥,阜阳,上海,8266,8275
K8385,合肥,合肥,芜湖,6038,6040
K8386,合肥,芜湖,合肥,6041,6043
K8391,合肥,阜阳,宿松,415,422
K8392,合肥,宿松,合肥,423,430
K8394,合肥,合肥,阜阳,8276,8278
K8395,合肥,阜阳,合肥,8279,8281
K8396,合肥,合肥,阜阳,8282,8284
K8409,合肥,淮北,黄山,2617,2629
K8410/K8407,合肥,黄山,阜阳,2630,2641
K8415,合肥,亳州,合肥,5711,5714
K8416,合肥,合肥,亳州,5715,5718
K8434/K8435,合肥,上海,安庆,73,86
K8436/K8433,合肥,安庆,上海,87,99
K8439,合肥,徐州,芜湖,2713,2719
K8440,合肥,芜湖,徐州,2720,2727
K8499,合肥,阜阳,宁波,6044,6054
